time,vehicle-id,driver-id,longitude,latitude,speed,state
1230739201,8464,2498,103.55,1.0,0,0
1230739205,8522,86,103.55,1.0,0,0
1230739206,16318,33745,103.55,1.0,0,0
1230739207,14143,33755,103.55,1.0,0,0
1230739210,16326,33846,103.55,1.0,0,0
1230739211,7451,-1,103.55,1.0,0,9
1230739211,2834,13725,103.55,1.0,0,0
1230739214,8,33952,103.55,1.0,0,0
1230739216,3404,8140,103.55,1.0,0,0
