time,vehicle-id,driver-id,longitude,latitude,speed,state
1230739200,16319,11139,103.82098,1.2847,0,0
1230739203,16320,22054,103.86418,1.30866,44,2
1230739204,16321,293,103.81262,1.27021,29,0
1230739206,16322,4702,103.89416,1.31082,35,0
1230739207,16323,33761,103.84153,1.2728,0,0
1230739208,16324,943,103.86697,1.37178,68,5
1230739208,16325,33782,103.83691,1.28853,0,0
1230739212,16327,33875,103.8465,1.29108,4,0
1230739213,16328,202,103.92033,1.37982,89,5
